Unnamed: 0,username,name,description,user_char,followers_count,following_agentid_list,previous_tweets,activity_vector
255,byperfects,✨✨✨,"Segunda cuenta de @qxwmv (verda)
✨✨Esta cuenta es del día 28/2/2022✨✨","TikTok user. Bio: Segunda cuenta de @qxwmv (verda)
✨✨Esta cuenta es del día 28/2/2022✨✨",1704,[],[],"[0.05, 0.0, 0.0, 0.0, 0.04, 0.03, 0.19, 0.47, 0.4, 0.27, 0.36, 0.51, 0.57, 0.47, 0.5, 0.62, 0.71, 0.82, 0.77, 0.75, 0.6, 0.45, 0.2, 0.09]"
256,bysfam,BysFam❤🌈,"Be your self 
Your home now","TikTok user. Bio: Be your self 
Your home now",31,[],[],"[0.0, 0.03, 0.0, 0.0, 0.0, 0.04, 0.19, 0.46, 0.43, 0.29, 0.39, 0.53, 0.6, 0.5, 0.55, 0.59, 0.69, 0.79, 0.77, 0.7, 0.63, 0.44, 0.21, 0.11]"
257,ipemipckuranjiofficial,IPEMI PC KURANJI,IPEMI PC KURANJI adalah sebagai wadah dlm mengembangkan bisnis muslimah kuranji,TikTok user. Bio: IPEMI PC KURANJI adalah sebagai wadah dlm mengembangkan bisnis muslimah kuranji,118,[],[],"[0.09, 0.05, 0.02, 0.03, 0.04, 0.01, 0.18, 0.47, 0.4, 0.3, 0.36, 0.48, 0.56, 0.54, 0.54, 0.6, 0.7, 0.84, 0.84, 0.72, 0.65, 0.42, 0.2, 0.1]"
258,xfrnchscx,Jullia Franchesca,dance if you can! 🔥✔,TikTok user. Bio: dance if you can! 🔥✔,24,[],[],"[0.01, 0.04, 0.0, 0.03, 0.0, 0.08, 0.24, 0.49, 0.4, 0.31, 0.42, 0.49, 0.59, 0.52, 0.47, 0.58, 0.72, 0.84, 0.77, 0.69, 0.56, 0.36, 0.18, 0.1]"
259,xhiplikelindsey,Lindsey xx💝,"💘

","TikTok user. Bio: 💘

",102,[],[],"[0.07, 0.0, 0.0, 0.05, 0.03, 0.09, 0.23, 0.51, 0.44, 0.28, 0.42, 0.48, 0.6, 0.54, 0.48, 0.58, 0.71, 0.78, 0.8, 0.72, 0.62, 0.36, 0.17, 0.07]"
260,xgaqrieiiax,🥰gabs,➪ 𝗨𝘀𝗲𝗿𝗻𝗮𝗺𝗲: 𝗚𝗮𝗾𝗿𝗶𝗲𝗶𝗶𝗮!,TikTok user. Bio: ➪ 𝗨𝘀𝗲𝗿𝗻𝗮𝗺𝗲: 𝗚𝗮𝗾𝗿𝗶𝗲𝗶𝗶𝗮!,12,[],[],"[0.01, 0.0, 0.0, 0.04, 0.02, 0.02, 0.19, 0.53, 0.4, 0.3, 0.38, 0.47, 0.64, 0.46, 0.46, 0.57, 0.74, 0.82, 0.8, 0.66, 0.56, 0.44, 0.15, 0.14]"
261,xhcallw,✦ ˖ ࣪ 🥩🐾 ꭤlbᧉɗ꩜ ‧₊˚,"🌈🍖꒱ ࣪˖ proડh!pᧉr𓏲࣪◜
 ˖ ࣪⭑ᧁo𝘳ꫀ ᥴo𝘳ꫀ ˖ ࣪ 🍟🐾","TikTok user. Bio: 🌈🍖꒱ ࣪˖ proડh!pᧉr𓏲࣪◜
 ˖ ࣪⭑ᧁo𝘳ꫀ ᥴo𝘳ꫀ ˖ ࣪ 🍟🐾",3,[],[],"[0.08, 0.02, 0.04, 0.02, 0.0, 0.07, 0.24, 0.46, 0.39, 0.31, 0.39, 0.46, 0.57, 0.46, 0.47, 0.56, 0.67, 0.8, 0.82, 0.68, 0.63, 0.42, 0.17, 0.06]"
262,angelinalalch,angelina,"aspire to inspire
beauty, fashion, mindset
✉️inquiries.angelina@gmail.com","TikTok user. Bio: aspire to inspire
beauty, fashion, mindset
✉️inquiries.angelina@gmail.com",7345,[],[],"[0.04, 0.04, 0.02, 0.04, 0.05, 0.02, 0.16, 0.47, 0.43, 0.27, 0.39, 0.49, 0.59, 0.49, 0.53, 0.65, 0.75, 0.79, 0.83, 0.71, 0.64, 0.37, 0.16, 0.12]"
263,___k.h___,KH,I’m too old for this but I’m here anyway,TikTok user. Bio: I’m too old for this but I’m here anyway,64,[],[],"[0.67, 0.6, 0.45, 0.24, 0.1, 0.06, 0.05, 0.02, 0.01, 0.05, 0.02, 0.25, 0.49, 0.45, 0.27, 0.4, 0.54, 0.64, 0.53, 0.47, 0.55, 0.72, 0.82, 0.75]"
264,__a716,__a716,nyeks,TikTok user. Bio: nyeks,4,[],[],"[0.75, 0.56, 0.37, 0.2, 0.12, 0.08, 0.0, 0.02, 0.0, 0.02, 0.01, 0.21, 0.5, 0.42, 0.32, 0.36, 0.54, 0.63, 0.49, 0.54, 0.59, 0.74, 0.8, 0.8]"
265,77loveforever,usertupee🌸🍒 ellen##🎶👁️🗝️,##hapiness##love##positive people##,TikTok user. Bio: ##hapiness##love##positive people##,1131,[],[],"[0.05, 0.04, 0.0, 0.0, 0.04, 0.06, 0.16, 0.52, 0.35, 0.33, 0.44, 0.46, 0.6, 0.46, 0.51, 0.64, 0.66, 0.81, 0.79, 0.75, 0.62, 0.36, 0.2, 0.12]"
266,tik.g,باكي الرسام 🎨,Educated novice painter ❤️,TikTok user. Bio: Educated novice painter ❤️,2946,[],[],"[0.01, 0.0, 0.0, 0.0, 0.03, 0.09, 0.25, 0.46, 0.4, 0.34, 0.39, 0.45, 0.6, 0.48, 0.54, 0.62, 0.71, 0.85, 0.82, 0.67, 0.6, 0.42, 0.23, 0.07]"
267,qt_lxser...1,Shit onnn,I’m hawt🥵🥶,TikTok user. Bio: I’m hawt🥵🥶,13,[],[],"[0.02, 0.03, 0.02, 0.05, 0.06, 0.08, 0.19, 0.54, 0.41, 0.34, 0.37, 0.48, 0.61, 0.53, 0.53, 0.59, 0.65, 0.83, 0.81, 0.71, 0.62, 0.39, 0.23, 0.08]"
